"radar","datetime","mtr","vid","vir","rtr","mt","rt","ff","dd","u","v","height"
"UNKNOWN",2025-02-15,0,0.62,23.676,0,146.8878,1652.37546,0,90,0,0,1861.29032258065
"UNKNOWN",2025-02-15 00:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 00:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 00:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 00:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 00:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 01:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 02:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 03:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 04:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 05:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 06:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 07:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 07:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 17:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 17:30:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 17:40:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 17:50:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 18:00:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 18:10:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 18:20:00,0,0,0,0,146.8878,1652.37546,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-15 18:30:00,0,0.66,44.032,0,146.8878,1652.37546,0,90,0,0,2621.21212121212
"UNKNOWN",2025-02-15 18:40:00,0,0.5,9.074,0,146.8878,1652.37546,0,90,0,0,2884
"UNKNOWN",2025-02-15 18:50:00,0,0.16,3.38,0,146.8878,1652.37546,0,90,0,0,2250
"UNKNOWN",2025-02-15 19:00:00,0,0.54,7.458,0,146.8878,1652.37546,0,90,0,0,1055.55555555556
"UNKNOWN",2025-02-15 19:10:00,0,1.22,16.626,0,146.8878,1652.37546,0,90,0,0,1598.36065573771
"UNKNOWN",2025-02-15 19:20:00,0,0.54,7.358,0,146.8878,1652.37546,0,90,0,0,1270.37037037037
"UNKNOWN",2025-02-15 19:30:00,0,1.44,18.874,0,146.8878,1652.37546,0,90,0,0,788.888888888889
"UNKNOWN",2025-02-15 19:40:00,0,0.54,8.51,0,146.8878,1652.37546,0,90,0,0,1440.74074074074
"UNKNOWN",2025-02-15 19:50:00,0,0.34,12.768,0,146.8878,1652.37546,0,90,0,0,1641.17647058824
"UNKNOWN",2025-02-15 20:00:00,0,1.18,33.956,0,146.8878,1652.37546,0,90,0,0,1032.20338983051
"UNKNOWN",2025-02-15 20:10:00,0,0.54,24.184,0,146.8878,1652.37546,0,90,0,0,1440.74074074074
"UNKNOWN",2025-02-15 20:20:00,0,1.1,47.884,0,146.8878,1652.37546,0,90,0,0,921.818181818182
"UNKNOWN",2025-02-15 20:30:00,0,0.56,9.114,0,146.8878,1652.37546,0,90,0,0,1964.28571428571
"UNKNOWN",2025-02-15 20:40:00,0,0.38,7.592,0,146.8878,1652.37546,0,90,0,0,1805.26315789474
"UNKNOWN",2025-02-15 20:50:00,0,0.86,17.67,0,146.8878,1652.37546,0,90,0,0,811.627906976744
"UNKNOWN",2025-02-15 21:00:00,6.3504,0.88,9.68,69.663888,147.9462,1663.986108,2.00454545454545,45.4598278442228,1.42727272727273,1.40454545454545,995.454545454545
"UNKNOWN",2025-02-15 21:10:00,0,0.76,8.51,0,147.9462,1663.986108,0,90,0,0,531.578947368421
"UNKNOWN",2025-02-15 21:20:00,0,1,11.07,0,147.9462,1663.986108,0,90,0,0,872
"UNKNOWN",2025-02-15 21:30:00,4.22784,0.64,7.066,46.929024,148.65084,1671.807612,1.835,54.2080795302487,1.4875,1.0725,606.25
"UNKNOWN",2025-02-15 21:40:00,0,0.82,8.61,0,148.65084,1671.807612,0,90,0,0,1114.63414634146
"UNKNOWN",2025-02-15 21:50:00,0,0.46,8.74,0,148.65084,1671.807612,0,90,0,0,1160.86956521739
"UNKNOWN",2025-02-15 22:00:00,0,0.64,5.522,0,148.65084,1671.807612,0,90,0,0,1025
"UNKNOWN",2025-02-15 22:10:00,0,1.24,13.81,0,148.65084,1671.807612,0,90,0,0,1222.58064516129
"UNKNOWN",2025-02-15 22:20:00,0,0.74,8.728,0,148.65084,1671.807612,0,90,0,0,1013.51351351351
"UNKNOWN",2025-02-15 22:30:00,0,0.5,6.148,0,148.65084,1671.807612,0,90,0,0,1484
"UNKNOWN",2025-02-15 22:40:00,0,1.04,11.91,0,148.65084,1671.807612,0,90,0,0,1250
"UNKNOWN",2025-02-15 22:50:00,0,0.6,6.562,0,148.65084,1671.807612,0,90,0,0,1406.66666666667
"UNKNOWN",2025-02-15 23:00:00,0,0.42,5.188,0,148.65084,1671.807612,0,90,0,0,871.428571428571
"UNKNOWN",2025-02-15 23:10:00,0,0.36,7.77,0,148.65084,1671.807612,0,90,0,0,877.777777777778
"UNKNOWN",2025-02-15 23:20:00,0,0.3,3.338,0,148.65084,1671.807612,0,90,0,0,793.333333333333
"UNKNOWN",2025-02-15 23:30:00,0,1.36,14.854,0,148.65084,1671.807612,0,90,0,0,741.176470588235
"UNKNOWN",2025-02-15 23:40:00,0,0.24,2.762,0,148.65084,1671.807612,0,90,0,0,916.666666666667
"UNKNOWN",2025-02-15 23:50:00,0,0.64,6.842,0,148.65084,1671.807612,0,90,0,0,800
"UNKNOWN",2025-02-16,0,0.46,5.228,0,148.65084,1671.807612,0,90,0,0,873.913043478261
"UNKNOWN",2025-02-16 00:10:00,0,0.52,6.198,0,148.65084,1671.807612,0,90,0,0,923.076923076923
"UNKNOWN",2025-02-16 00:20:00,0,0.24,2.82,0,148.65084,1671.807612,0,90,0,0,966.666666666667
"UNKNOWN",2025-02-16 00:30:00,0,0.56,6.326,0,148.65084,1671.807612,0,90,0,0,828.571428571429
"UNKNOWN",2025-02-16 00:40:00,0,0.82,9.028,0,148.65084,1671.807612,0,90,0,0,1475.60975609756
"UNKNOWN",2025-02-16 00:50:00,0,0.92,10.194,0,148.65084,1671.807612,0,90,0,0,1569.5652173913
"UNKNOWN",2025-02-16 01:00:00,0,0.62,8.478,0,148.65084,1671.807612,0,90,0,0,1235.48387096774
"UNKNOWN",2025-02-16 01:10:00,0,1,10.902,0,148.65084,1671.807612,0,90,0,0,1276
"UNKNOWN",2025-02-16 01:20:00,0,1.48,16.42,0,148.65084,1671.807612,0,90,0,0,1616.21621621622
"UNKNOWN",2025-02-16 01:30:00,0,1.34,14.732,0,148.65084,1671.807612,0,90,0,0,1356.71641791045
"UNKNOWN",2025-02-16 01:40:00,0,1.24,14.538,0,148.65084,1671.807612,0,90,0,0,1354.83870967742
"UNKNOWN",2025-02-16 01:50:00,0,1.22,13.428,0,148.65084,1671.807612,0,90,0,0,1293.44262295082
"UNKNOWN",2025-02-16 02:00:00,0,1.2,16.27,0,148.65084,1671.807612,0,90,0,0,1080
"UNKNOWN",2025-02-16 02:10:00,0,0.76,13.6,0,148.65084,1671.807612,0,90,0,0,1163.15789473684
"UNKNOWN",2025-02-16 02:20:00,0,0.54,16.32,0,148.65084,1671.807612,0,90,0,0,744.444444444444
"UNKNOWN",2025-02-16 02:30:00,0,0.64,13.992,0,148.65084,1671.807612,0,90,0,0,787.5
"UNKNOWN",2025-02-16 02:40:00,0,1.18,18.798,0,148.65084,1671.807612,0,90,0,0,659.322033898305
"UNKNOWN",2025-02-16 02:50:00,0,0.4,5.536,0,148.65084,1671.807612,0,90,0,0,700
"UNKNOWN",2025-02-16 03:00:00,0,0.46,5.094,0,148.65084,1671.807612,0,90,0,0,943.478260869565
"UNKNOWN",2025-02-16 03:10:00,0,0.72,10.836,0,148.65084,1671.807612,0,90,0,0,833.333333333333
"UNKNOWN",2025-02-16 03:20:00,0,0.8,9.004,0,148.65084,1671.807612,0,90,0,0,870
"UNKNOWN",2025-02-16 03:30:00,0,0.42,6.324,0,148.65084,1671.807612,0,90,0,0,757.142857142857
"UNKNOWN",2025-02-16 03:40:00,0,0.5,5.492,0,148.65084,1671.807612,0,90,0,0,924
"UNKNOWN",2025-02-16 03:50:00,0,1.14,12.682,0,148.65084,1671.807612,0,90,0,0,970.175438596491
"UNKNOWN",2025-02-16 04:00:00,0,1.1,12.29,0,148.65084,1671.807612,0,90,0,0,820
"UNKNOWN",2025-02-16 04:10:00,0,1.44,15.796,0,148.65084,1671.807612,0,90,0,0,713.888888888889
"UNKNOWN",2025-02-16 04:20:00,0,0.86,13.076,0,148.65084,1671.807612,0,90,0,0,890.697674418605
"UNKNOWN",2025-02-16 04:30:00,0,0.48,5.314,0,148.65084,1671.807612,0,90,0,0,808.333333333333
"UNKNOWN",2025-02-16 04:40:00,0,0.48,10.23,0,148.65084,1671.807612,0,90,0,0,691.666666666667
"UNKNOWN",2025-02-16 04:50:00,0,0.24,4.726,0,148.65084,1671.807612,0,90,0,0,716.666666666667
"UNKNOWN",2025-02-16 05:00:00,0,0.78,8.69,0,148.65084,1671.807612,0,90,0,0,905.128205128205
"UNKNOWN",2025-02-16 05:10:00,0,0.66,6.712,0,148.65084,1671.807612,0,90,0,0,966.666666666667
"UNKNOWN",2025-02-16 05:20:00,0,1.06,13.296,0,148.65084,1671.807612,0,90,0,0,1394.33962264151
"UNKNOWN",2025-02-16 05:30:00,0,2.8,32.428,0,148.65084,1671.807612,0,90,0,0,857.142857142857
"UNKNOWN",2025-02-16 05:40:00,0,0.88,15.086,0,148.65084,1671.807612,0,90,0,0,1490.90909090909
"UNKNOWN",2025-02-16 05:50:00,0,1.7,23.026,0,148.65084,1671.807612,0,90,0,0,980
"UNKNOWN",2025-02-16 06:00:00,0,0.78,17.248,0,148.65084,1671.807612,0,90,0,0,1925.64102564103
"UNKNOWN",2025-02-16 06:10:00,0,0.88,13.534,0,148.65084,1671.807612,0,90,0,0,1959.09090909091
"UNKNOWN",2025-02-16 06:20:00,0,0.48,17.916,0,148.65084,1671.807612,0,90,0,0,1541.66666666667
"UNKNOWN",2025-02-16 06:30:00,0,0.78,21.316,0,148.65084,1671.807612,0,90,0,0,1253.84615384615
"UNKNOWN",2025-02-16 06:40:00,0,0.34,14.528,0,148.65084,1671.807612,0,90,0,0,1394.11764705882
"UNKNOWN",2025-02-16 06:50:00,0,1.78,27.796,0,148.65084,1671.807612,0,90,0,0,859.550561797753
"UNKNOWN",2025-02-16 07:00:00,0,0.98,28.368,0,148.65084,1671.807612,0,90,0,0,1651.02040816327
"UNKNOWN",2025-02-16 07:10:00,0,0.36,23.786,0,148.65084,1671.807612,0,90,0,0,1955.55555555556
"UNKNOWN",2025-02-16 17:20:00,0,1.36,14.904,0,148.65084,1671.807612,0,90,0,0,1700
"UNKNOWN",2025-02-16 17:30:00,0,0.92,10.112,0,148.65084,1671.807612,0,90,0,0,1956.52173913043
"UNKNOWN",2025-02-16 17:40:00,0,0.52,5.886,0,148.65084,1671.807612,0,90,0,0,2153.84615384615
"UNKNOWN",2025-02-16 17:50:00,0,0.48,5.524,0,148.65084,1671.807612,0,90,0,0,2116.66666666667
"UNKNOWN",2025-02-16 18:00:00,0,1,11.37,0,148.65084,1671.807612,0,90,0,0,1520
"UNKNOWN",2025-02-16 18:10:00,0,1.42,15.554,0,148.65084,1671.807612,0,90,0,0,2071.83098591549
"UNKNOWN",2025-02-16 18:20:00,0,1.6,17.232,0,148.65084,1671.807612,0,90,0,0,1737.5
"UNKNOWN",2025-02-16 18:30:00,0,1.18,12.888,0,148.65084,1671.807612,0,90,0,0,2286.4406779661
"UNKNOWN",2025-02-16 18:40:00,0,0.7,7.782,0,148.65084,1671.807612,0,90,0,0,1740
"UNKNOWN",2025-02-16 18:50:00,0,0.74,8.074,0,148.65084,1671.807612,0,90,0,0,2559.45945945946
"UNKNOWN",2025-02-16 19:00:00,0,2.52,28.272,0,148.65084,1671.807612,0,90,0,0,2593.65079365079
"UNKNOWN",2025-02-16 19:10:00,0,1.2,13.61,0,148.65084,1671.807612,0,90,0,0,2366.66666666667
"UNKNOWN",2025-02-16 19:20:00,0,1.52,16.576,0,148.65084,1671.807612,0,90,0,0,1313.15789473684
"UNKNOWN",2025-02-16 19:30:00,0,2.12,23.35,0,148.65084,1671.807612,0,90,0,0,2045.28301886792
"UNKNOWN",2025-02-16 19:40:00,0,1.44,15.478,0,148.65084,1671.807612,0,90,0,0,1852.77777777778
"UNKNOWN",2025-02-16 19:50:00,0,2.1,22.664,0,148.65084,1671.807612,0,90,0,0,2159.04761904762
"UNKNOWN",2025-02-16 20:00:00,0,1.48,16.086,0,148.65084,1671.807612,0,90,0,0,2610.81081081081
"UNKNOWN",2025-02-16 20:10:00,0,1.5,16.46,0,148.65084,1671.807612,0,90,0,0,2318.66666666667
"UNKNOWN",2025-02-16 20:20:00,0,1.24,13.442,0,148.65084,1671.807612,0,90,0,0,2045.16129032258
"UNKNOWN",2025-02-16 20:30:00,0,1.42,15.648,0,148.65084,1671.807612,0,90,0,0,2198.59154929577
"UNKNOWN",2025-02-16 20:40:00,3.4128,2,21.636,36.51696,149.21964,1677.893772,0.474,295.981082706215,-0.426,0.2076,1622
"UNKNOWN",2025-02-16 20:50:00,0,1.74,19.502,0,149.21964,1677.893772,0,90,0,0,2242.52873563218
"UNKNOWN",2025-02-16 21:00:00,0,1.92,20.908,0,149.21964,1677.893772,0,90,0,0,2233.33333333333
"UNKNOWN",2025-02-16 21:10:00,0,1.06,11.77,0,149.21964,1677.893772,0,90,0,0,2322.64150943396
"UNKNOWN",2025-02-16 21:20:00,0,1.94,21.73,0,149.21964,1677.893772,0,90,0,0,1737.11340206186
"UNKNOWN",2025-02-16 21:30:00,0,1.18,12.99,0,149.21964,1677.893772,0,90,0,0,1611.86440677966
"UNKNOWN",2025-02-16 21:40:00,0,1.28,13.904,0,149.21964,1677.893772,0,90,0,0,1825
"UNKNOWN",2025-02-16 21:50:00,0,1.16,12.626,0,149.21964,1677.893772,0,90,0,0,1910.34482758621
"UNKNOWN",2025-02-16 22:00:00,0,1.42,15.614,0,149.21964,1677.893772,0,90,0,0,2215.49295774648
"UNKNOWN",2025-02-16 22:10:00,0,1.62,18.02,0,149.21964,1677.893772,0,90,0,0,1835.8024691358
"UNKNOWN",2025-02-16 22:20:00,0,1.24,13.498,0,149.21964,1677.893772,0,90,0,0,1564.51612903226
"UNKNOWN",2025-02-16 22:30:00,0,1.44,15.676,0,149.21964,1677.893772,0,90,0,0,2216.66666666667
"UNKNOWN",2025-02-16 22:40:00,0,0.98,10.834,0,149.21964,1677.893772,0,90,0,0,2173.4693877551
"UNKNOWN",2025-02-16 22:50:00,0,2.32,25.3,0,149.21964,1677.893772,0,90,0,0,2400
"UNKNOWN",2025-02-16 23:00:00,0,0.92,9.708,0,149.21964,1677.893772,0,90,0,0,1947.82608695652
"UNKNOWN",2025-02-16 23:10:00,0,1.28,14.696,0,149.21964,1677.893772,0,90,0,0,2453.125
"UNKNOWN",2025-02-16 23:20:00,0,1.04,11.606,0,149.21964,1677.893772,0,90,0,0,2523.07692307692
"UNKNOWN",2025-02-16 23:30:00,0,2.66,29.72,0,149.21964,1677.893772,0,90,0,0,2495.48872180451
"UNKNOWN",2025-02-16 23:40:00,0,0.76,8.246,0,149.21964,1677.893772,0,90,0,0,1857.89473684211
"UNKNOWN",2025-02-16 23:50:00,0,1.02,11.23,0,149.21964,1677.893772,0,90,0,0,1633.33333333333
"UNKNOWN",2025-02-17,0,1.02,11.23,0,149.21964,1677.893772,0,90,0,0,1633.33333333333
"UNKNOWN",2025-02-17 00:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 00:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 00:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 00:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 00:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 01:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 02:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 03:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 04:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 05:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:20:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:30:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:40:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 06:50:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 07:00:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 07:10:00,0,0,0,0,149.21964,1677.893772,NA,NA,NA,NA,NA
"UNKNOWN",2025-02-17 17:20:00,0,0.5,5.654,0,149.21964,1677.893772,0,90,0,0,1940
"UNKNOWN",2025-02-17 17:30:00,0,1.02,11.374,0,149.21964,1677.893772,0,90,0,0,2727.45098039216
"UNKNOWN",2025-02-17 17:40:00,0,0.7,7.84,0,149.21964,1677.893772,0,90,0,0,2254.28571428571
"UNKNOWN",2025-02-17 17:50:00,0,1.88,20.922,0,149.21964,1677.893772,0,90,0,0,1119.14893617021
"UNKNOWN",2025-02-17 18:00:00,0,0.68,7.734,0,149.21964,1677.893772,0,90,0,0,1623.52941176471
"UNKNOWN",2025-02-17 18:10:00,0,0.58,6.728,0,149.21964,1677.893772,0,90,0,0,1058.62068965517
"UNKNOWN",2025-02-17 18:20:00,0,0.36,4.132,0,149.21964,1677.893772,0,90,0,0,2066.66666666667
"UNKNOWN",2025-02-17 18:30:00,0,0.8,8.804,0,149.21964,1677.893772,0,90,0,0,1780
"UNKNOWN",2025-02-17 18:40:00,0,0.66,7.272,0,149.21964,1677.893772,0,90,0,0,1318.18181818182
"UNKNOWN",2025-02-17 18:50:00,0,1.24,13.73,0,149.21964,1677.893772,0,90,0,0,2358.06451612903
"UNKNOWN",2025-02-17 19:00:00,0,1.24,13.32,0,149.21964,1677.893772,0,90,0,0,1570.96774193548
"UNKNOWN",2025-02-17 19:10:00,0,0.92,10.202,0,149.21964,1677.893772,0,90,0,0,1469.5652173913
"UNKNOWN",2025-02-17 19:20:00,0,1.08,11.572,0,149.21964,1677.893772,0,90,0,0,1037.03703703704
"UNKNOWN",2025-02-17 19:30:00,0,0.96,10.566,0,149.21964,1677.893772,0,90,0,0,491.666666666667
"UNKNOWN",2025-02-17 19:40:00,0,0.48,4.934,0,149.21964,1677.893772,0,90,0,0,1108.33333333333
"UNKNOWN",2025-02-17 19:50:00,0,1.06,11.716,0,149.21964,1677.893772,0,90,0,0,1364.15094339623
"UNKNOWN",2025-02-17 20:00:00,0,0.3,3.166,0,149.21964,1677.893772,0,90,0,0,1113.33333333333
"UNKNOWN",2025-02-17 20:10:00,0,0.88,9.572,0,149.21964,1677.893772,0,90,0,0,1300
"UNKNOWN",2025-02-17 20:20:00,0,0.6,6.478,0,149.21964,1677.893772,0,90,0,0,1466.66666666667
"UNKNOWN",2025-02-17 20:30:00,0,0.64,7.162,0,149.21964,1677.893772,0,90,0,0,1518.75
"UNKNOWN",2025-02-17 20:40:00,0,1.02,11.584,0,149.21964,1677.893772,0,90,0,0,1813.72549019608
"UNKNOWN",2025-02-17 20:50:00,0,0.8,8.798,0,149.21964,1677.893772,0,90,0,0,1150
"UNKNOWN",2025-02-17 21:00:00,0,0.3,3.394,0,149.21964,1677.893772,0,90,0,0,1260
"UNKNOWN",2025-02-17 21:10:00,0,0.36,4.134,0,149.21964,1677.893772,0,90,0,0,2088.88888888889
"UNKNOWN",2025-02-17 21:20:00,0,0.66,6.832,0,149.21964,1677.893772,0,90,0,0,1578.78787878788
"UNKNOWN",2025-02-17 21:30:00,0,0.9,10.148,0,149.21964,1677.893772,0,90,0,0,1917.77777777778
